docId,filename,top topics, and contribution to doc ...
1,null-source,2,0.600,10,0.200,7,0.200
2,null-source,9,0.333,5,0.333,2,0.333
3,null-source,9,0.250,7,0.167,6,0.167,5,0.167,8,0.083,3,0.083,1,0.083
4,null-source,5,1.000
5,null-source,10,0.222,9,0.222,5,0.222,3,0.222,1,0.111
6,null-source,4,0.333,8,0.167,6,0.167,3,0.167,1,0.167
7,null-source,9,0.214,7,0.214,6,0.143,2,0.143,1,0.143,10,0.071,4,0.071
8,null-source,7,0.273,6,0.182,4,0.182,10,0.091,3,0.091,2,0.091,1,0.091
9,null-source,2,0.273,7,0.182,3,0.182,1,0.182,6,0.091,5,0.091
10,null-source,10,0.231,3,0.231,9,0.154,7,0.154,6,0.154,8,0.077
11,null-source,7,0.625,8,0.125,2,0.125,1,0.125
12,null-source,5,0.333,8,0.250,7,0.167,6,0.083,2,0.083,1,0.083
13,null-source,5,0.400,3,0.300,4,0.100,2,0.100,1,0.100
14,null-source,6,0.300,10,0.200,7,0.200,4,0.200,5,0.100
15,null-source,10,0.222,3,0.222,8,0.111,7,0.111,5,0.111,2,0.111,1,0.111
16,null-source,10,0.200,5,0.200,4,0.200,8,0.100,3,0.100,2,0.100,1,0.100
17,null-source,8,0.250,7,0.250,6,0.250,9,0.125,3,0.125
18,null-source,3,1.000
19,null-source,10,0.250,7,0.167,5,0.167,3,0.167,1,0.167,4,0.083
