Great feature from on one of Exeter Pride s trustees and founders
Zackly was yum
PLS check out amp vote for Local Heroes to receive a grant from Aviva the least they can do 4 those terrible TV ads
brummie I support on Please vote for them to win a grant
I support on Please vote for them to win an Avivay grant h xe2 x80 xa6
Biggest life changer post GBBO Working for Please help us win funding comp
It was great to meet you and your lovely boys Next time fewer people But no less food especially cake x r n
Also the amazing made me a Buster cake for my birthday
Want to cater for lots of people with relative ease paella If you re near enough will deliver
Nice one Mr Tracey xxx
Beautiful You clever sausage x
Thanks Chintal xxx
Thank you and you too next week
Nana it s beautiful Xxx
Thank you
Thanks
Thanks Lewis x
Thanks Sarah x
Thanks Linda x
Fanx
Thanks
Another legend eh
Thanks Pete
Thanks Rob
Thanks x
sorry wrong vicar
Thanks Jordan
WOOF indeed x
Mwah back atchya beautiful And congratulations on all your stellar performances of late A star is rising
Lol
THANK YOU They re beautiful xx
Thanks
He s adorable
Beautiful Xxx
Apparently you don t even have to pick up on a dog walk on your birthday xf0 x9f x98 x83
xe2 x80 x9c happy birthday Do you make your own cake or does someone make it for you today xe2 x80 x9da friend is on it X
Yes
There are many Boston Tea Party
Whatever the occasion cake makes it better
You are too too kind X
Thanks Actually I ve loved how politics free radio4 has been this morning I am looking forward to voting though
Happy Birthday Laura I hope yours is going as nicely as mine
I couldn t chose between them or And I m not just saying that
My birthday brunch Being spoilt wrotten Walk along the Exe followed by afternoon tea later Bliss
You are very kind Thank you xxx
Hi Do you have a press contact that I can get in touch with Thanks
Looking forward to trying out tonight any recommendations
Breaking Chuka Umunna pulls out of Labour leadership race
Wagamama s is trialling a breakfast menu you know what this means
Congratulations Lucy The range looks ace xf0 x9f x91 x8f Me Now
Scientists have developed a new type of bean that will be able to withstand global warming
Put that takeaway menu away Our melt in the mouth miso aubergine is now live h xe2 x80 xa6
Interesting
Would you try anti ageing chocolate
The world has been broken by the previous generation and Gen Z want to fix it at
Blunstone Maintaining luxury is about creating a cultural economy spaces for brands to cultivate fan hubs xe2 x80 xa6
Whiskey brands amp have created secret tasting rooms to engage
The functionality of a product is becoming the measure of how luxurious it is says LIVE
