docId,filename,top topics, and contribution to doc ...
1,C:\Users\elaiyabharathi\Documents\softw_proj\EEGC\tweets\Elli_Eats.csv,3,0.183,1,0.175,10,0.127,6,0.127,5,0.103,7,0.087,2,0.063,9,0.056,4,0.056
2,C:\Users\elaiyabharathi\Documents\softw_proj\EEGC\tweets\GlennCosby.csv,5,0.196,8,0.135,2,0.128,3,0.108,4,0.105,9,0.098,7,0.074,10,0.064,6,0.051
